Date,Open,High,Low,Close,Adj Close,Volume
2016-03-29,104.889999,107.790001,104.879997,107.68,104.231789,31190100
2016-03-30,108.650002,110.41999799999999,108.599998,109.559998,106.05158999999999,45601100
2016-03-31,109.720001,109.900002,108.879997,108.989998,105.49983999999999,25888400
2016-04-01,108.779999,110.0,108.199997,109.989998,106.46781200000001,25874000
2016-04-04,110.41999799999999,112.190002,110.269997,111.120003,107.56163000000001,37356200
2016-04-05,109.510002,110.730003,109.41999799999999,109.809998,106.293571,26578700
2016-04-06,110.230003,110.980003,109.199997,110.959999,107.406754,26404100
2016-04-07,109.949997,110.41999799999999,108.120003,108.540001,105.06426200000001,31801900
2016-04-08,108.910004,109.769997,108.16999799999999,108.660004,105.18040500000001,23581700
2016-04-11,108.970001,110.610001,108.83000200000001,109.019997,105.52887,29407500
2016-04-12,109.339996,110.5,108.660004,110.440002,106.90340400000001,27232300
2016-04-13,110.800003,112.339996,110.800003,112.040001,108.45217099999999,33257300
2016-04-14,111.620003,112.389999,111.33000200000001,112.099998,108.51023899999998,25473900
2016-04-15,112.110001,112.300003,109.730003,109.849998,106.332298,46939000
2016-04-18,108.889999,108.949997,106.940002,107.480003,104.038185,60834000
2016-04-19,107.879997,108.0,106.230003,106.910004,103.48645,32384900
2016-04-20,106.639999,108.089996,106.059998,107.129997,103.699394,30611000
2016-04-21,106.93,106.93,105.519997,105.970001,102.576553,31552500
2016-04-22,105.010002,106.480003,104.620003,105.68,102.29583000000001,33683100
2016-04-25,105.0,105.650002,104.510002,105.08000200000001,101.71505,28031600
2016-04-26,103.910004,105.300003,103.910004,104.349998,101.008415,56016200
2016-04-27,96.0,98.709999,95.68,97.82,94.687538,114602100
2016-04-28,97.610001,97.879997,94.25,94.83000200000001,91.79328199999999,82242700
2016-04-29,93.989998,94.720001,92.510002,93.739998,90.738197,68531500
2016-05-02,93.970001,94.08000200000001,92.400002,93.639999,90.641396,48160100
2016-05-03,94.199997,95.739998,93.68,95.18,92.132072,56831300
2016-05-04,95.199997,95.900002,93.82,94.190002,91.17378199999999,41025500
2016-05-05,94.0,94.07,92.68,93.239998,90.803703,35890500
2016-05-06,93.370003,93.449997,91.849998,92.720001,90.297287,43458200
2016-05-09,93.0,93.769997,92.589996,92.790001,90.365463,32936400
2016-05-10,93.33000200000001,93.57,92.110001,93.41999799999999,90.978996,33686800
2016-05-11,93.480003,93.57,92.459999,92.510002,90.092781,28719100
2016-05-12,92.720001,92.779999,89.470001,90.339996,87.979477,76314700
2016-05-13,90.0,91.66999799999999,90.0,90.519997,88.15477800000001,44392800
2016-05-16,92.389999,94.389999,91.650002,93.879997,91.426987,61259800
2016-05-17,94.550003,94.699997,93.010002,93.489998,91.047173,46916900
2016-05-18,94.160004,95.209999,93.889999,94.559998,92.089218,42062400
2016-05-19,94.639999,94.639999,93.57,94.199997,91.738617,30442100
2016-05-20,94.639999,95.43,94.519997,95.220001,92.73197900000001,32026000
2016-05-23,95.870003,97.190002,95.66999799999999,96.43,93.910347,38018600
2016-05-24,97.220001,98.089996,96.839996,97.900002,95.341949,35140200
2016-05-25,98.66999799999999,99.739998,98.110001,99.620003,97.016998,38168800
2016-05-26,99.68,100.730003,98.639999,100.410004,97.786369,56331200
2016-05-27,99.440002,100.470001,99.25,100.349998,97.727921,36229500
2016-05-31,99.599998,100.400002,98.82,99.860001,97.250732,42307200
2016-06-01,99.019997,99.540001,98.33000200000001,98.459999,95.887321,29173300
2016-06-02,97.599998,97.839996,96.629997,97.720001,95.16664899999999,40191600
2016-06-03,97.790001,98.269997,97.449997,97.91999799999999,95.361412,28062900
2016-06-06,97.989998,101.889999,97.550003,98.629997,96.052864,23292500
2016-06-07,99.25,99.870003,98.959999,99.029999,96.442413,22409500
2016-06-08,99.019997,99.559998,98.68,98.940002,96.354774,20848100
2016-06-09,98.5,99.989998,98.459999,99.650002,97.046211,26601400
2016-06-10,98.529999,99.349998,98.480003,98.83000200000001,96.247635,31712900
2016-06-13,98.690002,99.120003,97.099998,97.339996,94.79656999999999,38020500
2016-06-14,97.32,98.480003,96.75,97.459999,94.913445,31931900
2016-06-15,97.82,98.410004,97.029999,97.139999,94.601807,29445200
2016-06-16,96.449997,97.75,96.07,97.550003,95.001099,31326800
Date,Open,High,Low,Close,Adj Close,Volume
2016-03-29,104.889999,107.790001,104.879997,107.68,104.231789,31190100
2016-03-30,108.650002,110.41999799999999,108.599998,109.559998,106.05158999999999,45601100
2016-03-31,109.720001,109.900002,108.879997,108.989998,105.49983999999999,25888400
2016-04-01,108.779999,110.0,108.199997,109.989998,106.46781200000001,25874000
2016-04-04,110.41999799999999,112.190002,110.269997,111.120003,107.56163000000001,37356200
2016-04-05,109.510002,110.730003,109.41999799999999,109.809998,106.293571,26578700
2016-04-06,110.230003,110.980003,109.199997,110.959999,107.406754,26404100
2016-04-07,109.949997,110.41999799999999,108.120003,108.540001,105.06426200000001,31801900
2016-04-08,108.910004,109.769997,108.16999799999999,108.660004,105.18040500000001,23581700
2016-04-11,108.970001,110.610001,108.83000200000001,109.019997,105.52887,29407500
2016-04-12,109.339996,110.5,108.660004,110.440002,106.90340400000001,27232300
2016-04-13,110.800003,112.339996,110.800003,112.040001,108.45217099999999,33257300
2016-04-14,111.620003,112.389999,111.33000200000001,112.099998,108.51023899999998,25473900
2016-04-15,112.110001,112.300003,109.730003,109.849998,106.332298,46939000
2016-04-18,108.889999,108.949997,106.940002,107.480003,104.038185,60834000
2016-04-19,107.879997,108.0,106.230003,106.910004,103.48645,32384900
2016-04-20,106.639999,108.089996,106.059998,107.129997,103.699394,30611000
2016-04-21,106.93,106.93,105.519997,105.970001,102.576553,31552500
2016-04-22,105.010002,106.480003,104.620003,105.68,102.29583000000001,33683100
2016-04-25,105.0,105.650002,104.510002,105.08000200000001,101.71505,28031600
2016-04-26,103.910004,105.300003,103.910004,104.349998,101.008415,56016200
2016-04-27,96.0,98.709999,95.68,97.82,94.687538,114602100
2016-04-28,97.610001,97.879997,94.25,94.83000200000001,91.79328199999999,82242700
2016-04-29,93.989998,94.720001,92.510002,93.739998,90.738197,68531500
2016-05-02,93.970001,94.08000200000001,92.400002,93.639999,90.641396,48160100
2016-05-03,94.199997,95.739998,93.68,95.18,92.132072,56831300
2016-05-04,95.199997,95.900002,93.82,94.190002,91.17378199999999,41025500
2016-05-05,94.0,94.07,92.68,93.239998,90.803703,35890500
2016-05-06,93.370003,93.449997,91.849998,92.720001,90.297287,43458200
2016-05-09,93.0,93.769997,92.589996,92.790001,90.365463,32936400
2016-05-10,93.33000200000001,93.57,92.110001,93.41999799999999,90.978996,33686800
2016-05-11,93.480003,93.57,92.459999,92.510002,90.092781,28719100
2016-05-12,92.720001,92.779999,89.470001,90.339996,87.979477,76314700
2016-05-13,90.0,91.66999799999999,90.0,90.519997,88.15477800000001,44392800
2016-05-16,92.389999,94.389999,91.650002,93.879997,91.426987,61259800
2016-05-17,94.550003,94.699997,93.010002,93.489998,91.047173,46916900
2016-05-18,94.160004,95.209999,93.889999,94.559998,92.089218,42062400
2016-05-19,94.639999,94.639999,93.57,94.199997,91.738617,30442100
2016-05-20,94.639999,95.43,94.519997,95.220001,92.73197900000001,32026000
2016-05-23,95.870003,97.190002,95.66999799999999,96.43,93.910347,38018600
2016-05-24,97.220001,98.089996,96.839996,97.900002,95.341949,35140200
2016-05-25,98.66999799999999,99.739998,98.110001,99.620003,97.016998,38168800
2016-05-26,99.68,100.730003,98.639999,100.410004,97.786369,56331200
2016-05-27,99.440002,100.470001,99.25,100.349998,97.727921,36229500
2016-05-31,99.599998,100.400002,98.82,99.860001,97.250732,42307200
2016-06-01,99.019997,99.540001,98.33000200000001,98.459999,95.887321,29173300
2016-06-02,97.599998,97.839996,96.629997,97.720001,95.16664899999999,40191600
2016-06-03,97.790001,98.269997,97.449997,97.91999799999999,95.361412,28062900
2016-06-06,97.989998,101.889999,97.550003,98.629997,96.052864,23292500
2016-06-07,99.25,99.870003,98.959999,99.029999,96.442413,22409500
2016-06-08,99.019997,99.559998,98.68,98.940002,96.354774,20848100
2016-06-09,98.5,99.989998,98.459999,99.650002,97.046211,26601400
2016-06-10,98.529999,99.349998,98.480003,98.83000200000001,96.247635,31712900
2016-06-13,98.690002,99.120003,97.099998,97.339996,94.79656999999999,38020500
2016-06-14,97.32,98.480003,96.75,97.459999,94.913445,31931900
2016-06-15,97.82,98.410004,97.029999,97.139999,94.601807,29445200
2016-06-16,96.449997,97.75,96.07,97.550003,95.001099,31326800
Date,Open,High,Low,Close,Adj Close,Volume
2015-03-30,124.050003,126.400002,124.0,126.370003,120.097023,47099700
2015-03-31,126.089996,126.489998,124.360001,124.43,118.253304,42090600
2015-04-01,124.82,125.120003,123.099998,124.25,118.08225300000001,40621400
2015-04-02,125.029999,125.559998,124.190002,125.32,119.09913600000002,32220100
2015-04-06,124.470001,127.510002,124.33000200000001,127.349998,121.02835800000001,37194000
2015-04-07,127.639999,128.119995,125.980003,126.010002,119.754898,35012300
2015-04-08,125.849998,126.400002,124.970001,125.599998,119.365242,37329200
2015-04-09,125.849998,126.58000200000001,124.660004,126.559998,120.27758,32484000
2015-04-10,125.949997,127.209999,125.260002,127.099998,120.790779,40188000
2015-04-13,128.369995,128.570007,126.610001,126.849998,120.553192,36365100
2015-04-14,127.0,127.290001,125.910004,126.300003,120.030495,25524600
2015-04-15,126.410004,127.129997,126.010002,126.779999,120.48665600000001,28970400
