created,text,retweet_count,followers
2017-10-30T14:53:30.000Z,Take your pick #Samsung #google #teampixel #googlepixel #s8 #s8+ #galaxy,0,142
2017-10-30T15:10:31.000Z,Test #googlepixel camera apk on S7edge. Is the pixel all about software? How much the quality is hardware related?… https://t.co/ouJrqs9mcT,0,1010
2017-10-30T16:09:31.000Z,"Sunrise minus the #shadowmonster 
@Stranger_Things 
#googlepixel https://t.co/BNhg51lLOj",0,95
2017-10-30T17:39:00.000Z,Amazing #Google service! My old Pixel arrives at their support centre and my replacement is shipped the same day! #googlepixel #happy,0,59
2017-10-30T19:02:04.000Z,"Anybody with a #googlepixel or XL: if your #Bluetooth died after the Oct. 5 security patch, the Beta program 8.1 patch is the fix.",0,36
2017-10-30T21:31:30.000Z,I'm gonna miss this buddy for a week while I'm gone!! Love this shot though! #googlepixel… https://t.co/smfHJuDpCt,0,316
2017-10-30T22:40:03.000Z,"Walking thru' the #fall #naturetreasures
#falldiaries #googlepixel #teampixel #nofilters https://t.co/Nrozd4oVsR",0,487
