created,text,retweet_count,followers
2017-10-30T09:16:17.000Z,"friday´s reative volume in the #NDX :
#AMZN 450%
#MSFT 354%
#GOOGL 294%
#FB 235%
#AAPL 213% https://t.co/wGGNWzBDEE",0,7907
2017-10-30T09:17:02.000Z,Do you know that #WallStreet price for $GOOGL is $1102.36 https://t.co/rorPoACn2e,0,2255
2017-10-30T09:23:13.000Z,"I highly recommend checking this out for discovering good stocks to trade https://t.co/lPKYGk5MAA
$SMCP $GOOGL $GOOG https://t.co/MDFw7iRlUJ",0,3
2017-10-30T09:28:45.000Z,"EPIDEMIC, UNDER PROMISE AND OVER DELIVER - Todd Horwitz  https://t.co/tQtwkfTRgw @Bubba_Trading #AAPL #GOOGL #CSCO… https://t.co/LQxoxaTJjf",0,6674
2017-10-30T09:35:43.000Z,"RT @EdenTreeIM: Read @TSFitzgerald_'s take on impressive $GOOGL results, as the #tech giant 'continually adapts to a rapidly evolvi…  Amazon and Alphabet cheer stock markets by smashing forecasts - business live https://t.co/jN7BFT57o0",32,103
2017-10-30T09:43:41.000Z,U.S. stocks set to catch their breath after last week’s blowout gains https://t.co/cHFMvxoy3S $AMZN $GOOGL $MSFT $BIDU $EXPE $FB $UAA $MA,0,7993
2017-10-30T09:46:26.000Z,"RT @Terri1618: Tu: Eom, $IPGP
W: $FB $GOOGL $TWTR hearing, Fed mtg, $LITE $TSLA $FB eps
Th: $BABA $AAPL $OLED
F: iphoneX avail,job…  #earnings $AAPL $FB $BABA $TSLA $SHOP $MA $X $GPRO $AKS $ATVI $CHK $QCOM $UAA $SBUX $TEVA $PFE $KEM $LL $EA $AGN… https://t.co/USClZ7q9WN",32,343
2017-10-30T09:46:40.000Z,"Access curated tweets- high relevancy, less spam- US Tech Giants https://t.co/kdZSg01UFl $AAPL $GOOGL $MSFT $FB",0,850
2017-10-30T09:47:11.000Z,"Weekly Stock Market Review: Investment Selection Using #AI Predictive Algorithm
https://t.co/JBDM3CJlj3 $GOOGL… https://t.co/n9pjBT4Eiq",0,12
2017-10-30T10:03:08.000Z,$GOOGL https://t.co/ZTIcvYqTx7 Pot. intermed top in Uptrend INTRAWEEK 60m-15m-4m combo chart #Google #Trading https://t.co/sNAovlrTiX,0,549
2017-10-30T10:22:18.000Z,"Analyst Activity – Stifel Nicolaus Raises Its Price Target On Alphabet (NASDAQ:GOOGL) to $1,150.00 https://t.co/6opGt9LL4U $GOOGL",0,25800
2017-10-30T10:27:17.000Z,Report this morning from Paul Gallant attempts to separate signal from antitrust noise around $GOOGL $AMZN and $FB,0,11092
2017-10-30T10:30:26.000Z,Today's Watchlist includes $GE $MFST $F $SL $MMM $DIS $BAC $WFC $QQQ $INTC $YMC $CM $NKE $GOOGL https://t.co/7TqdQQjvxR,0,16160
2017-10-30T10:37:07.000Z,"Russian-backed Facebook accts organized, financed rallies on all sides of divisive issues https://t.co/IsWhLjobvt via @WSJ  $FB $GOOGL $TWTR",0,114
2017-10-30T10:56:31.000Z,Interview with Connor Bruggeman SchoolTrader Extraordinaire!: https://t.co/7rTWyzs6UF $NFLX $HIMX $INO $AMGN $GOOGL,0,8
